VocabularyEN,ExampleSentences,ExampleSentencesCH,Synonym,SynonymCH
insensate,insensate例句测试1,insensate例句测试翻译1,insensate同义词测试1,insensate同义词测试翻译1
insensate,insensate例句测试2,insensate例句测试翻译2,insensate同义词测试2,insensate同义词测试翻译2
insentient,insentient例句测试1,insentient例句测试翻译1,insentient同义词测试1,insentient同义词测试翻译1
insentient,insentient例句测试2,insentient例句测试翻译2,insentient同义词测试2,insentient同义词测试翻译2
insert,insert例句测试1,insert例句测试翻译1,insert同义词测试1,insert同义词测试翻译1
insert,insert例句测试2,insert例句测试翻译2,insert同义词测试2,insert同义词测试翻译2
insider,insider例句测试1,insider例句测试翻译1,insider同义词测试1,insider同义词测试翻译1
insider,insider例句测试2,insider例句测试翻译2,insider同义词测试2,insider同义词测试翻译2
insidious,insidious例句测试1,insidious例句测试翻译1,insidious同义词测试1,insidious同义词测试翻译1
insidious,insidious例句测试2,insidious例句测试翻译2,insidious同义词测试2,insidious同义词测试翻译2
insight,insight例句测试1,insight例句测试翻译1,insight同义词测试1,insight同义词测试翻译1
insight,insight例句测试2,insight例句测试翻译2,insight同义词测试2,insight同义词测试翻译2
insignia,insignia例句测试1,insignia例句测试翻译1,insignia同义词测试1,insignia同义词测试翻译1
insignia,insignia例句测试2,insignia例句测试翻译2,insignia同义词测试2,insignia同义词测试翻译2
insincerity,insincerity例句测试1,insincerity例句测试翻译1,insincerity同义词测试1,insincerity同义词测试翻译1
insincerity,insincerity例句测试2,insincerity例句测试翻译2,insincerity同义词测试2,insincerity同义词测试翻译2
insinuate,insinuate例句测试1,insinuate例句测试翻译1,insinuate同义词测试1,insinuate同义词测试翻译1
insinuate,insinuate例句测试2,insinuate例句测试翻译2,insinuate同义词测试2,insinuate同义词测试翻译2
insipid,insipid例句测试1,insipid例句测试翻译1,insipid同义词测试1,insipid同义词测试翻译1
insipid,insipid例句测试2,insipid例句测试翻译2,insipid同义词测试2,insipid同义词测试翻译2
insist,insist例句测试1,insist例句测试翻译1,insist同义词测试1,insist同义词测试翻译1
insist,insist例句测试2,insist例句测试翻译2,insist同义词测试2,insist同义词测试翻译2
insolence,insolence例句测试1,insolence例句测试翻译1,insolence同义词测试1,insolence同义词测试翻译1
insolence,insolence例句测试2,insolence例句测试翻译2,insolence同义词测试2,insolence同义词测试翻译2
insolent,insolent例句测试1,insolent例句测试翻译1,insolent同义词测试1,insolent同义词测试翻译1
insolent,insolent例句测试2,insolent例句测试翻译2,insolent同义词测试2,insolent同义词测试翻译2
insoluble,insoluble例句测试1,insoluble例句测试翻译1,insoluble同义词测试1,insoluble同义词测试翻译1
insoluble,insoluble例句测试2,insoluble例句测试翻译2,insoluble同义词测试2,insoluble同义词测试翻译2
insolvency,insolvency例句测试1,insolvency例句测试翻译1,insolvency同义词测试1,insolvency同义词测试翻译1
insolvency,insolvency例句测试2,insolvency例句测试翻译2,insolvency同义词测试2,insolvency同义词测试翻译2
insomnia,insomnia例句测试1,insomnia例句测试翻译1,insomnia同义词测试1,insomnia同义词测试翻译1
insomnia,insomnia例句测试2,insomnia例句测试翻译2,insomnia同义词测试2,insomnia同义词测试翻译2
insouciant,insouciant例句测试1,insouciant例句测试翻译1,insouciant同义词测试1,insouciant同义词测试翻译1
insouciant,insouciant例句测试2,insouciant例句测试翻译2,insouciant同义词测试2,insouciant同义词测试翻译2
inspect,inspect例句测试1,inspect例句测试翻译1,inspect同义词测试1,inspect同义词测试翻译1
inspect,inspect例句测试2,inspect例句测试翻译2,inspect同义词测试2,inspect同义词测试翻译2
inspection,inspection例句测试1,inspection例句测试翻译1,inspection同义词测试1,inspection同义词测试翻译1
inspection,inspection例句测试2,inspection例句测试翻译2,inspection同义词测试2,inspection同义词测试翻译2
inspiration,inspiration例句测试1,inspiration例句测试翻译1,inspiration同义词测试1,inspiration同义词测试翻译1
inspiration,inspiration例句测试2,inspiration例句测试翻译2,inspiration同义词测试2,inspiration同义词测试翻译2
inspire,inspire例句测试1,inspire例句测试翻译1,inspire同义词测试1,inspire同义词测试翻译1
inspire,inspire例句测试2,inspire例句测试翻译2,inspire同义词测试2,inspire同义词测试翻译2
inspired,inspired例句测试1,inspired例句测试翻译1,inspired同义词测试1,inspired同义词测试翻译1
inspired,inspired例句测试2,inspired例句测试翻译2,inspired同义词测试2,inspired同义词测试翻译2
install,install例句测试1,install例句测试翻译1,install同义词测试1,install同义词测试翻译1
install,install例句测试2,install例句测试翻译2,install同义词测试2,install同义词测试翻译2
installation,installation例句测试1,installation例句测试翻译1,installation同义词测试1,installation同义词测试翻译1
installation,installation例句测试2,installation例句测试翻译2,installation同义词测试2,installation同义词测试翻译2
instance,instance例句测试1,instance例句测试翻译1,instance同义词测试1,instance同义词测试翻译1
instance,instance例句测试2,instance例句测试翻译2,instance同义词测试2,instance同义词测试翻译2
instant,instant例句测试1,instant例句测试翻译1,instant同义词测试1,instant同义词测试翻译1
instant,instant例句测试2,instant例句测试翻译2,instant同义词测试2,instant同义词测试翻译2
instantaneous,instantaneous例句测试1,instantaneous例句测试翻译1,instantaneous同义词测试1,instantaneous同义词测试翻译1
instantaneous,instantaneous例句测试2,instantaneous例句测试翻译2,instantaneous同义词测试2,instantaneous同义词测试翻译2
instate,instate例句测试1,instate例句测试翻译1,instate同义词测试1,instate同义词测试翻译1
instate,instate例句测试2,instate例句测试翻译2,instate同义词测试2,instate同义词测试翻译2
instead,instead例句测试1,instead例句测试翻译1,instead同义词测试1,instead同义词测试翻译1
instead,instead例句测试2,instead例句测试翻译2,instead同义词测试2,instead同义词测试翻译2
instigate,instigate例句测试1,instigate例句测试翻译1,instigate同义词测试1,instigate同义词测试翻译1
instigate,instigate例句测试2,instigate例句测试翻译2,instigate同义词测试2,instigate同义词测试翻译2
instill,instill例句测试1,instill例句测试翻译1,instill同义词测试1,instill同义词测试翻译1
instill,instill例句测试2,instill例句测试翻译2,instill同义词测试2,instill同义词测试翻译2
instinct,instinct例句测试1,instinct例句测试翻译1,instinct同义词测试1,instinct同义词测试翻译1
instinct,instinct例句测试2,instinct例句测试翻译2,instinct同义词测试2,instinct同义词测试翻译2
instinctive,instinctive例句测试1,instinctive例句测试翻译1,instinctive同义词测试1,instinctive同义词测试翻译1
instinctive,instinctive例句测试2,instinctive例句测试翻译2,instinctive同义词测试2,instinctive同义词测试翻译2
institute,institute例句测试1,institute例句测试翻译1,institute同义词测试1,institute同义词测试翻译1
institute,institute例句测试2,institute例句测试翻译2,institute同义词测试2,institute同义词测试翻译2
institution,institution例句测试1,institution例句测试翻译1,institution同义词测试1,institution同义词测试翻译1
institution,institution例句测试2,institution例句测试翻译2,institution同义词测试2,institution同义词测试翻译2
institutionalized,institutionalized例句测试1,institutionalized例句测试翻译1,institutionalized同义词测试1,institutionalized同义词测试翻译1
institutionalized,institutionalized例句测试2,institutionalized例句测试翻译2,institutionalized同义词测试2,institutionalized同义词测试翻译2
instruct,instruct例句测试1,instruct例句测试翻译1,instruct同义词测试1,instruct同义词测试翻译1
instruct,instruct例句测试2,instruct例句测试翻译2,instruct同义词测试2,instruct同义词测试翻译2
instructive,instructive例句测试1,instructive例句测试翻译1,instructive同义词测试1,instructive同义词测试翻译1
instructive,instructive例句测试2,instructive例句测试翻译2,instructive同义词测试2,instructive同义词测试翻译2
instrument,instrument例句测试1,instrument例句测试翻译1,instrument同义词测试1,instrument同义词测试翻译1
instrument,instrument例句测试2,instrument例句测试翻译2,instrument同义词测试2,instrument同义词测试翻译2
instrumental,instrumental例句测试1,instrumental例句测试翻译1,instrumental同义词测试1,instrumental同义词测试翻译1
instrumental,instrumental例句测试2,instrumental例句测试翻译2,instrumental同义词测试2,instrumental同义词测试翻译2
instrumentalist,instrumentalist例句测试1,instrumentalist例句测试翻译1,instrumentalist同义词测试1,instrumentalist同义词测试翻译1
instrumentalist,instrumentalist例句测试2,instrumentalist例句测试翻译2,instrumentalist同义词测试2,instrumentalist同义词测试翻译2
insubordinate,insubordinate例句测试1,insubordinate例句测试翻译1,insubordinate同义词测试1,insubordinate同义词测试翻译1
insubordinate,insubordinate例句测试2,insubordinate例句测试翻译2,insubordinate同义词测试2,insubordinate同义词测试翻译2
insubstantial,insubstantial例句测试1,insubstantial例句测试翻译1,insubstantial同义词测试1,insubstantial同义词测试翻译1
insubstantial,insubstantial例句测试2,insubstantial例句测试翻译2,insubstantial同义词测试2,insubstantial同义词测试翻译2
insufferable,insufferable例句测试1,insufferable例句测试翻译1,insufferable同义词测试1,insufferable同义词测试翻译1
insufferable,insufferable例句测试2,insufferable例句测试翻译2,insufferable同义词测试2,insufferable同义词测试翻译2
insufficient,insufficient例句测试1,insufficient例句测试翻译1,insufficient同义词测试1,insufficient同义词测试翻译1
insufficient,insufficient例句测试2,insufficient例句测试翻译2,insufficient同义词测试2,insufficient同义词测试翻译2
insular,insular例句测试1,insular例句测试翻译1,insular同义词测试1,insular同义词测试翻译1
insular,insular例句测试2,insular例句测试翻译2,insular同义词测试2,insular同义词测试翻译2
insularity,insularity例句测试1,insularity例句测试翻译1,insularity同义词测试1,insularity同义词测试翻译1
insularity,insularity例句测试2,insularity例句测试翻译2,insularity同义词测试2,insularity同义词测试翻译2
